resume_text,job_description,match_score,match_label
"Data Analyst with 2 years of experience in data analysis and reporting. Skilled in SQL, Python, Power BI, Excel, data visualization, and statistics. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in SQL and continue growing professionally as part of a driven team.","Data Analyst needed at a growing financial services company. Required skills: SQL, Python, Power BI, Excel, data visualization, and statistics. The ideal candidate has 1+ years of experience in data analysis and reporting.",1.5,high
"Data Analyst with 10 years of experience in data analysis and reporting. Skilled in SQL, Python, Power BI, and Excel. Proven track record of delivering measurable results for cross-functional teams.","Network Engineer needed at a growing startup. Required skills: Cisco, routing and switching, network troubleshooting, VPN, firewalls, and TCP/IP. The ideal candidate has 4+ years of experience in information security and risk management.",0.15,low
"Financial Analyst with 4 years of experience in financial planning and analysis. Skilled in financial modeling, Excel, and forecasting. Proven track record of delivering measurable results for cross-functional teams.","Cybersecurity Analyst needed at a growing hospital network. Required skills: SIEM, penetration testing, and network security. The ideal candidate has 2+ years of experience in information security and risk management.",0.09,low
"DevOps Engineer with 1 years of experience. Skilled in Docker, Kubernetes, and CI/CD. Looking for a Docker focused role.","DevOps Engineer needed at a growing enterprise firm. Required skills: Docker, Kubernetes, CI/CD, AWS, Terraform, and Linux. The ideal candidate has 1+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying Docker to solve real business problems.",0.91,high
"Cybersecurity Analyst with 10 years of experience in information security and risk management. Skilled in SIEM, penetration testing, network security, incident response, firewalls, and risk assessment. Proven track record of delivering measurable results for cross-functional teams.","Cybersecurity Analyst needed at a growing startup. Required skills: SIEM, penetration testing, and network security. The ideal candidate has 8+ years of experience in information security and risk management and a strong ability to work independently as well as within a team. Responsibilities include applying SIEM to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.93,high
"Machine Learning Engineer with 10 years of experience in data analysis and reporting. Skilled in Python, TensorFlow, PyTorch, model deployment, and scikit-learn. Proven track record of delivering measurable results for cross-functional teams.","Machine Learning Engineer needed at a growing hospital network. Required skills: Python, TensorFlow, and PyTorch. The ideal candidate has 8+ years of experience in data analysis and reporting and a strong ability to work independently as well as within a team. Responsibilities include applying Python to solve real business problems.",0.92,high
"Digital Marketing Specialist with 8 years of experience in digital marketing and brand growth. Skilled in SEO, Google Ads, content strategy, social media marketing, analytics, and email marketing. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in SEO and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Digital Marketing Specialist needed at a growing startup. Required skills: SEO, Google Ads, content strategy, and social media marketing. The ideal candidate has 6+ years of experience in digital marketing and brand growth.",0.94,high
"Product Manager with 10 years of experience in product strategy and cross-functional delivery. Skilled in roadmapping, Agile, stakeholder management, and user research. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in roadmapping and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Mobile App Developer needed at a growing financial services company. Required skills: Flutter, Kotlin, Swift, REST APIs, mobile UI design, and Firebase. The ideal candidate has 2+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying Flutter to solve real business problems.",0.14,low
"Digital Marketing Specialist with 7 years of experience in digital marketing and brand growth. Skilled in SEO, Google Ads, content strategy, and social media marketing. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in SEO and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Digital Marketing Specialist needed at a growing SaaS company. Required skills: SEO, Google Ads, content strategy, and social media marketing. The ideal candidate has 5+ years of experience in digital marketing and brand growth and a strong ability to work independently as well as within a team. Responsibilities include applying SEO to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",-0.2,high
"UX Designer with 2 years of experience in user experience and visual design. Skilled in Figma, wireframing, and user research. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in Figma and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Graphic Designer needed at a growing technology company. Required skills: Adobe Photoshop, Illustrator, branding, typography, layout design, and InDesign. The ideal candidate has 1+ years of experience in user experience and visual design and a strong ability to work independently as well as within a team. Responsibilities include applying Adobe Photoshop to solve real business problems.",0.48,medium
"Sales Manager with 7 years of experience in business development and client relationship management. Skilled in B2B sales, CRM, lead generation, negotiation, and pipeline management. Proven track record of delivering measurable results for cross-functional teams.","Sales Manager needed at a growing startup. Required skills: B2B sales, CRM, lead generation, negotiation, pipeline management, and Salesforce. The ideal candidate has 6+ years of experience in business development and client relationship management.",0.46,medium
"Data Analyst with 5 years of experience in data analysis and reporting. Skilled in SQL, Python, and Power BI. Proven track record of delivering measurable results for cross-functional teams.","Machine Learning Engineer needed at a growing e-commerce platform. Required skills: Python, TensorFlow, and PyTorch. The ideal candidate has 4+ years of experience in data analysis and reporting and a strong ability to work independently as well as within a team. Responsibilities include applying Python to solve real business problems.",0.44,medium
"Content Writer with 10 years of experience. Skilled in SEO writing, copywriting, content strategy, and editing. Looking for a SEO writing focused role.","Cybersecurity Analyst needed at a growing technology company. Required skills: SIEM, penetration testing, network security, incident response, firewalls, and risk assessment.",0.14,low
"Cybersecurity Analyst with 7 years of experience. Skilled in SIEM, penetration testing, and network security. Looking for a SIEM focused role.","Cloud Architect needed at a growing hospital network. Required skills: AWS, Azure, cloud migration, infrastructure as code, and cost optimization. The ideal candidate has 5+ years of experience in software engineering and application development.",0.15,low
"Cloud Architect with 5 years of experience in software engineering and application development. Skilled in AWS, and Azure. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in AWS and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Operations Manager needed at a growing SaaS company. Required skills: process improvement, supply chain, and team leadership. The ideal candidate has 10+ years of experience in operations and process management.",0.14,low
"QA Engineer with 7 years of experience in software engineering and application development. Skilled in test automation, Selenium, and manual testing. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in test automation and continue growing professionally as part of a driven team.","QA Engineer needed at a growing consulting agency. Required skills: test automation, Selenium, manual testing, and bug tracking.",0.94,high
"Cloud Architect with 3 years of experience in software engineering and application development. Skilled in AWS, and Azure. Proven track record of delivering measurable results for cross-functional teams.","Full Stack Developer needed at a growing healthcare organization. Required skills: React, Node.js, JavaScript, and MongoDB.",0.49,medium
"Backend Engineer with 10 years of experience in software engineering and application development. Skilled in Python, FastAPI, PostgreSQL, and REST APIs. Proven track record of delivering measurable results for cross-functional teams.","Backend Engineer needed at a growing e-commerce platform. Required skills: Python, FastAPI, PostgreSQL, and REST APIs.",0.86,high
"HR Manager with 8 years of experience in human resources and talent management. Skilled in recruitment, employee relations, HRIS, onboarding, and performance management. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in recruitment and continue growing professionally as part of a driven team.","Data Scientist needed at a growing healthcare organization. Required skills: Python, machine learning, pandas, statistics, SQL, and data storytelling. The ideal candidate has 10+ years of experience in data analysis and reporting.",0.42,low
"Backend Engineer with 1 years of experience in software engineering and application development. Skilled in Python, FastAPI, PostgreSQL, and REST APIs. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in Python and continue growing professionally. Strong communicator with a history of mentoring junior team members.","DevOps Engineer needed at a growing enterprise firm. Required skills: Docker, Kubernetes, CI/CD, and AWS. The ideal candidate has 1+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying Docker to solve real business problems.",0.56,medium
"Network Engineer with 5 years of experience. Skilled in Cisco, routing and switching, network troubleshooting, and VPN. Looking for a Cisco focused role.","Network Engineer needed at a growing healthcare organization. Required skills: Cisco, routing and switching, and network troubleshooting.",0.86,high
"Digital Marketing Specialist with 4 years of experience in digital marketing and brand growth. Skilled in SEO, Google Ads, content strategy, social media marketing, analytics, and email marketing. Proven track record of delivering measurable results for cross-functional teams.","Digital Marketing Specialist needed at a growing technology company. Required skills: SEO, Google Ads, content strategy, social media marketing, and analytics. The ideal candidate has 2+ years of experience in digital marketing and brand growth and a strong ability to work independently as well as within a team. Responsibilities include applying SEO to solve real business problems.",0.9,high
"Healthcare Analyst with 7 years of experience. Skilled in SQL, healthcare informatics, and HIPAA compliance. Looking for a SQL focused role.","Healthcare Analyst needed at a growing startup. Required skills: SQL, healthcare informatics, and HIPAA compliance. The ideal candidate has 5+ years of experience in healthcare data management and a strong ability to work independently as well as within a team. Responsibilities include applying SQL to solve real business problems.",0.89,high
"Full Stack Developer with 8 years of experience in software engineering and application development. Skilled in React, Node.js, JavaScript, and MongoDB. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in React and continue growing professionally as part of a driven team.","Cloud Architect needed at a growing e-commerce platform. Required skills: AWS, Azure, cloud migration, infrastructure as code, cost optimization, and security architecture. The ideal candidate has 7+ years of experience in software engineering and application development.",0.55,medium
"Cloud Architect with 3 years of experience. Skilled in AWS, and Azure. Looking for a AWS focused role.","Mobile App Developer needed at a growing SaaS company. Required skills: Flutter, Kotlin, Swift, REST APIs, mobile UI design, and Firebase. The ideal candidate has 2+ years of experience in software engineering and application development.",0.41,medium
"Backend Engineer with 1 years of experience. Skilled in Python, and FastAPI. Looking for a Python focused role.","Data Scientist needed at a growing technology company. Required skills: Python, machine learning, pandas, statistics, SQL, and data storytelling. The ideal candidate has 3+ years of experience in data analysis and reporting.",0.07,low
"Sales Manager with 4 years of experience in business development and client relationship management. Skilled in B2B sales, CRM, and lead generation. Proven track record of delivering measurable results for cross-functional teams.","Sales Manager needed at a growing SaaS company. Required skills: B2B sales, CRM, and lead generation. The ideal candidate has 3+ years of experience in business development and client relationship management and a strong ability to work independently as well as within a team. Responsibilities include applying B2B sales to solve real business problems.",0.55,medium
"Accountant with 3 years of experience in financial planning and analysis. Skilled in bookkeeping, and GAAP. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in bookkeeping and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Financial Analyst needed at a growing e-commerce platform. Required skills: financial modeling, Excel, forecasting, valuation, and budgeting. The ideal candidate has 2+ years of experience in financial planning and analysis.",0.48,medium
"Sales Manager with 6 years of experience in business development and client relationship management. Skilled in B2B sales, CRM, lead generation, negotiation, pipeline management, and Salesforce. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in B2B sales and continue growing professionally as part of a driven team.","Sales Manager needed at a growing enterprise firm. Required skills: B2B sales, CRM, lead generation, negotiation, pipeline management, and Salesforce. The ideal candidate has 4+ years of experience in business development and client relationship management.",0.94,high
"Recruiter with 4 years of experience in human resources and talent management. Skilled in sourcing, ATS systems, interviewing, candidate screening, employer branding, and LinkedIn Recruiter. Proven track record of delivering measurable results for cross-functional teams.","Recruiter needed at a growing hospital network. Required skills: sourcing, ATS systems, and interviewing. The ideal candidate has 2+ years of experience in human resources and talent management.",0.91,high
"Cloud Architect with 4 years of experience in software engineering and application development. Skilled in AWS, Azure, cloud migration, infrastructure as code, and cost optimization. Proven track record of delivering measurable results for cross-functional teams.","Digital Marketing Specialist needed at a growing hospital network. Required skills: SEO, Google Ads, content strategy, and social media marketing. The ideal candidate has 1+ years of experience in digital marketing and brand growth and a strong ability to work independently as well as within a team. Responsibilities include applying SEO to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.1,low
"Network Engineer with 3 years of experience. Skilled in Cisco, and routing and switching. Looking for a Cisco focused role.","Cybersecurity Analyst needed at a growing startup. Required skills: SIEM, penetration testing, network security, incident response, and firewalls. The ideal candidate has 2+ years of experience in information security and risk management and a strong ability to work independently as well as within a team. Responsibilities include applying SIEM to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.41,medium
"Cloud Architect with 4 years of experience in software engineering and application development. Skilled in AWS, and Azure. Proven track record of delivering measurable results for cross-functional teams.","Recruiter needed at a growing healthcare organization. Required skills: sourcing, ATS systems, interviewing, candidate screening, and employer branding. The ideal candidate has 4+ years of experience in human resources and talent management and a strong ability to work independently as well as within a team. Responsibilities include applying sourcing to solve real business problems.",0.07,low
"QA Engineer with 2 years of experience in software engineering and application development. Skilled in test automation, Selenium, and manual testing. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in test automation and continue growing professionally. Strong communicator with a history of mentoring junior team members.","QA Engineer needed at a growing consulting agency. Required skills: test automation, Selenium, manual testing, bug tracking, regression testing, and API testing. The ideal candidate has 1+ years of experience in software engineering and application development.",0.93,high
"QA Engineer with 4 years of experience. Skilled in test automation, Selenium, and manual testing. Looking for a test automation focused role.","QA Engineer needed at a growing startup. Required skills: test automation, Selenium, manual testing, bug tracking, regression testing, and API testing. The ideal candidate has 2+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying test automation to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.9,high
"Cybersecurity Analyst with 2 years of experience in information security and risk management. Skilled in SIEM, penetration testing, network security, and incident response. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in SIEM and continue growing professionally as part of a driven team.","Content Writer needed at a growing consulting agency. Required skills: SEO writing, copywriting, content strategy, editing, and WordPress. The ideal candidate has 8+ years of experience in digital marketing and brand growth and a strong ability to work independently as well as within a team. Responsibilities include applying SEO writing to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.09,low
"Graphic Designer with 7 years of experience in user experience and visual design. Skilled in Adobe Photoshop, Illustrator, and branding. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in Adobe Photoshop and continue growing professionally. Strong communicator with a history of mentoring junior team members.","UX Designer needed at a growing e-commerce platform. Required skills: Figma, wireframing, user research, prototyping, usability testing, and design systems. The ideal candidate has 6+ years of experience in user experience and visual design.",0.49,medium
"Cybersecurity Analyst with 1 years of experience in information security and risk management. Skilled in SIEM, penetration testing, and network security. Proven track record of delivering measurable results for cross-functional teams.","Cybersecurity Analyst needed at a growing healthcare organization. Required skills: SIEM, penetration testing, network security, and incident response. The ideal candidate has 1+ years of experience in information security and risk management.",0.89,high
"Cybersecurity Analyst with 2 years of experience in information security and risk management. Skilled in SIEM, penetration testing, network security, incident response, and firewalls. Proven track record of delivering measurable results for cross-functional teams.","Mobile App Developer needed at a growing enterprise firm. Required skills: Flutter, Kotlin, Swift, REST APIs, and mobile UI design. The ideal candidate has 7+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying Flutter to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.07,low
"Cloud Architect with 7 years of experience in software engineering and application development. Skilled in AWS, Azure, cloud migration, and infrastructure as code. Proven track record of delivering measurable results for cross-functional teams.","Backend Engineer needed at a growing startup. Required skills: Python, FastAPI, and PostgreSQL. The ideal candidate has 6+ years of experience in software engineering and application development.",0.5,medium
"QA Engineer with 6 years of experience in software engineering and application development. Skilled in test automation, and Selenium. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in test automation and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Data Analyst needed at a growing healthcare organization. Required skills: SQL, Python, Power BI, Excel, and data visualization. The ideal candidate has 7+ years of experience in data analysis and reporting.",0.13,low
"Backend Engineer with 5 years of experience in software engineering and application development. Skilled in Python, FastAPI, PostgreSQL, REST APIs, and Docker. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in Python and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Backend Engineer needed at a growing e-commerce platform. Required skills: Python, FastAPI, PostgreSQL, REST APIs, and Docker. The ideal candidate has 3+ years of experience in software engineering and application development.",0.91,high
"Sales Manager with 5 years of experience in business development and client relationship management. Skilled in B2B sales, CRM, lead generation, and negotiation. Proven track record of delivering measurable results for cross-functional teams.","Network Engineer needed at a growing e-commerce platform. Required skills: Cisco, routing and switching, network troubleshooting, VPN, and firewalls. The ideal candidate has 7+ years of experience in information security and risk management.",0.08,low
"Graphic Designer with 7 years of experience in user experience and visual design. Skilled in Adobe Photoshop, Illustrator, and branding. Proven track record of delivering measurable results for cross-functional teams.","Recruiter needed at a growing hospital network. Required skills: sourcing, ATS systems, and interviewing. The ideal candidate has 2+ years of experience in human resources and talent management and a strong ability to work independently as well as within a team. Responsibilities include applying sourcing to solve real business problems.",0.08,low
"Mobile App Developer with 8 years of experience in software engineering and application development. Skilled in Flutter, Kotlin, and Swift. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in Flutter and continue growing professionally as part of a driven team.","Business Analyst needed at a growing financial services company. Required skills: requirements gathering, SQL, and process mapping. The ideal candidate has 8+ years of experience in product strategy and cross-functional delivery.",0.09,low
"Healthcare Analyst with 4 years of experience. Skilled in SQL, healthcare informatics, HIPAA compliance, Tableau, and clinical data. Looking for a SQL focused role.","Healthcare Analyst needed at a growing financial services company. Required skills: SQL, healthcare informatics, HIPAA compliance, Tableau, clinical data, and statistics. The ideal candidate has 2+ years of experience in healthcare data management and a strong ability to work independently as well as within a team. Responsibilities include applying SQL to solve real business problems.",0.92,high
"Product Manager with 7 years of experience in product strategy and cross-functional delivery. Skilled in roadmapping, Agile, stakeholder management, user research, and A/B testing. Proven track record of delivering measurable results for cross-functional teams.","Business Analyst needed at a growing SaaS company. Required skills: requirements gathering, SQL, and process mapping. The ideal candidate has 6+ years of experience in product strategy and cross-functional delivery and a strong ability to work independently as well as within a team. Responsibilities include applying requirements gathering to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.56,medium
"HR Manager with 7 years of experience in human resources and talent management. Skilled in recruitment, and employee relations. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in recruitment and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Data Analyst needed at a growing financial services company. Required skills: SQL, Python, and Power BI. The ideal candidate has 3+ years of experience in data analysis and reporting.",0.08,low
"DevOps Engineer with 7 years of experience in software engineering and application development. Skilled in Docker, Kubernetes, and CI/CD. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in Docker and continue growing professionally as part of a driven team.","DevOps Engineer needed at a growing e-commerce platform. Required skills: Docker, Kubernetes, CI/CD, AWS, and Terraform. The ideal candidate has 5+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying Docker to solve real business problems.",0.92,high
"Digital Marketing Specialist with 5 years of experience in digital marketing and brand growth. Skilled in SEO, and Google Ads. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in SEO and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Content Writer needed at a growing e-commerce platform. Required skills: SEO writing, copywriting, content strategy, editing, and WordPress. The ideal candidate has 4+ years of experience in digital marketing and brand growth and a strong ability to work independently as well as within a team. Responsibilities include applying SEO writing to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.52,medium
"Cybersecurity Analyst with 3 years of experience in information security and risk management. Skilled in SIEM, penetration testing, and network security. Proven track record of delivering measurable results for cross-functional teams.","Cybersecurity Analyst needed at a growing SaaS company. Required skills: SIEM, penetration testing, network security, incident response, firewalls, and risk assessment. The ideal candidate has 1+ years of experience in information security and risk management.",0.94,high
"Network Engineer with 4 years of experience in information security and risk management. Skilled in Cisco, routing and switching, and network troubleshooting. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in Cisco and continue growing professionally as part of a driven team.","Network Engineer needed at a growing consulting agency. Required skills: Cisco, routing and switching, and network troubleshooting. The ideal candidate has 2+ years of experience in information security and risk management.",0.87,HIGH
"Recruiter with 10 years of experience. Skilled in sourcing, and ATS systems. Looking for a sourcing focused role.","Accountant needed at a growing financial services company. Required skills: bookkeeping, GAAP, tax preparation, and QuickBooks. The ideal candidate has 1+ years of experience in financial planning and analysis and a strong ability to work independently as well as within a team. Responsibilities include applying bookkeeping to solve real business problems.",0.1,low
"Backend Engineer with 3 years of experience in software engineering and application development. Skilled in Python, FastAPI, PostgreSQL, and REST APIs. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in Python and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Backend Engineer needed at a growing hospital network. Required skills: Python, FastAPI, PostgreSQL, and REST APIs. The ideal candidate has 1+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying Python to solve real business problems.",0.94,high
"Financial Analyst with 3 years of experience in financial planning and analysis. Skilled in financial modeling, Excel, forecasting, valuation, and budgeting. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in financial modeling and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Accountant needed at a growing consulting agency. Required skills: bookkeeping, GAAP, tax preparation, QuickBooks, and reconciliation.",0.51,medium
"Recruiter with 3 years of experience in human resources and talent management. Skilled in sourcing, ATS systems, interviewing, candidate screening, and employer branding. Proven track record of delivering measurable results for cross-functional teams.","Recruiter needed at a growing hospital network. Required skills: sourcing, ATS systems, interviewing, candidate screening, employer branding, and LinkedIn Recruiter. The ideal candidate has 1+ years of experience in human resources and talent management.",0.87,high
"Recruiter with 7 years of experience in human resources and talent management. Skilled in sourcing, ATS systems, interviewing, candidate screening, and employer branding. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in sourcing and continue growing professionally as part of a driven team.","Cybersecurity Analyst needed at a growing healthcare organization. Required skills: SIEM, penetration testing, network security, and incident response. The ideal candidate has 3+ years of experience in information security and risk management and a strong ability to work independently as well as within a team. Responsibilities include applying SIEM to solve real business problems.",0.1,low
"Cloud Architect with 5 years of experience in software engineering and application development. Skilled in AWS, and Azure. Proven track record of delivering measurable results for cross-functional teams.","Healthcare Analyst needed at a growing startup. Required skills: SQL, healthcare informatics, HIPAA compliance, Tableau, and clinical data. The ideal candidate has 3+ years of experience in healthcare data management and a strong ability to work independently as well as within a team. Responsibilities include applying SQL to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.06,low
"Digital Marketing Specialist with 3 years of experience in digital marketing and brand growth. Skilled in SEO, Google Ads, and content strategy. Proven track record of delivering measurable results for cross-functional teams.","Digital Marketing Specialist needed at a growing enterprise firm. Required skills: SEO, Google Ads, and content strategy. The ideal candidate has 1+ years of experience in digital marketing and brand growth.",0.9,high
"HR Manager with 5 years of experience in human resources and talent management. Skilled in recruitment, employee relations, HRIS, and onboarding. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in recruitment and continue growing professionally as part of a driven team.","QA Engineer needed at a growing enterprise firm. Required skills: test automation, Selenium, manual testing, bug tracking, and regression testing. The ideal candidate has 4+ years of experience in software engineering and application development and a strong ability to work independently as well as within a team. Responsibilities include applying test automation to solve real business problems.",0.09,low
"Machine Learning Engineer with 1 years of experience in data analysis and reporting. Skilled in Python, TensorFlow, and PyTorch. Proven track record of delivering measurable results for cross-functional teams.","Data Analyst needed at a growing e-commerce platform. Required skills: SQL, Python, and Power BI. The ideal candidate has 1+ years of experience in data analysis and reporting and a strong ability to work independently as well as within a team. Responsibilities include applying SQL to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.44,medium
"Cybersecurity Analyst with 2 years of experience in information security and risk management. Skilled in SIEM, penetration testing, and network security. Proven track record of delivering measurable results for cross-functional teams.","Digital Marketing Specialist needed at a growing e-commerce platform. Required skills: SEO, Google Ads, content strategy, social media marketing, and analytics. The ideal candidate has 6+ years of experience in digital marketing and brand growth and a strong ability to work independently as well as within a team. Responsibilities include applying SEO to solve real business problems.",0.07,low
"Sales Manager with 8 years of experience in business development and client relationship management. Skilled in B2B sales, CRM, and lead generation. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in B2B sales and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Sales Manager needed at a growing consulting agency. Required skills: B2B sales, CRM, lead generation, negotiation, and pipeline management.",0.87,high
"Financial Analyst with 3 years of experience in financial planning and analysis. Skilled in financial modeling, Excel, forecasting, and valuation. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in financial modeling and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Graphic Designer needed at a growing SaaS company. Required skills: Adobe Photoshop, Illustrator, and branding. The ideal candidate has 4+ years of experience in user experience and visual design and a strong ability to work independently as well as within a team. Responsibilities include applying Adobe Photoshop to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.07,low
"Healthcare Analyst with 2 years of experience in healthcare data management. Skilled in SQL, healthcare informatics, HIPAA compliance, and Tableau. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in SQL and continue growing professionally as part of a driven team.","Healthcare Analyst needed at a growing consulting agency. Required skills: SQL, healthcare informatics, and HIPAA compliance. The ideal candidate has 1+ years of experience in healthcare data management and a strong ability to work independently as well as within a team. Responsibilities include applying SQL to solve real business problems. Competitive salary, remote-friendly, and strong growth opportunities are offered.",0.9,high
"Cybersecurity Analyst with 6 years of experience in information security and risk management. Skilled in SIEM, penetration testing, and network security. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in SIEM and continue growing professionally. Strong communicator with a history of mentoring junior team members.","Cybersecurity Analyst needed at a growing enterprise firm. Required skills: SIEM, penetration testing, network security, incident response, firewalls, and risk assessment. The ideal candidate has 4+ years of experience in information security and risk management.",0.93,high
"UX Designer with 1 years of experience in user experience and visual design. Skilled in Figma, wireframing, user research, prototyping, and usability testing. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in Figma and continue growing professionally as part of a driven team.","UX Designer needed at a growing healthcare organization. Required skills: Figma, wireframing, user research, and prototyping. The ideal candidate has 1+ years of experience in user experience and visual design and a strong ability to work independently as well as within a team. Responsibilities include applying Figma to solve real business problems.",0.89,high
"Accountant with 1 years of experience in financial planning and analysis. Skilled in bookkeeping, and GAAP. Proven track record of delivering measurable results and collaborating with cross-functional teams. Holds relevant certifications and has led multiple successful projects from planning through delivery. Seeking a role where I can apply my expertise in bookkeeping and continue growing professionally as part of a driven team.","Healthcare Analyst needed at a growing healthcare organization. Required skills: SQL, healthcare informatics, HIPAA compliance, and Tableau. The ideal candidate has 6+ years of experience in healthcare data management and a strong ability to work independently as well as within a team. Responsibilities include applying SQL to solve real business problems.",0.06,low
"Recruiter with 6 years of experience in human resources and talent management. Skilled in sourcing, and ATS systems. Proven track record of delivering measurable results and collaborating with cross-functional teams. Seeking a role where I can apply my expertise in sourcing and continue growing professionally. Strong communicator with a history of mentoring junior team members.","HR Manager needed at a growing startup. Required skills: recruitment, employee relations, HRIS, onboarding, performance management, and payroll. The ideal candidate has 5+ years of experience in human resources and talent management and a strong ability to work independently as well as within a team. Responsibilities include applying recruitment to solve real business problems.",0.53,medium
